Question,Answer
Mengapa barang/koper saya dibuka dan diperiksa fisik?,"Petugas Bea Cukai memiliki wewenang untuk melakukan pemeriksaan fisik atas dasar hasil pemindaian Xray dalam hal perlu pendalaman pemeriksaan. Pemeriksaan Fisik dilakukan untuk memastikan apakah barang yang Saudara bawa tidak termasuk barang Larangan dan Pembatasan (Lartas), dan/atau jumlah keseluruhan nilai barang yg melebihi batas Pembebasan USD500."
"Kalau barang saya terkena Lartas, lantas bagaimana selanjutnya?","Untuk barang Larangan, petugas bea cukai akan melakukan penegahan dan tidak bisa dibawa ke Indonesia. Sedangkan untuk barang Pembatasan, memerlukan izin dari Kementerian/Lembaga yg mengatur perizinan atas barang terkait agar dapat dibawa masuk ke Indonesia."
Apa yang dimaksud dengan barang bawaan penumpang?,Barang bawaan yang dibawa dari luar negeri ke Indonesia oleh penumpang atau awak sarana pengangkut yang dipergunakan untuk keperluan pribadi termasuk sisa perbekalan (personal use) dan/atau selain barang keperluan pribadi (non-personal use).
Apa yang dimaksud dengan personal use?,"Barang pribadi penumpang yang dipergunakan atau dipakai untuk keperluan pribadi termasuk sisa perbekalan dengan batasan USD 500 per penumpang, apabila melebihi batasan tersebut maka atas kelebihannya akan dikenakan pungutan negara berupa Bea Masuk, PPN, dan PPh impor. Tarif Bea Masuknya adalah sebesar 10%, PPN 11%, dan PPh sesuai tarif PPh pada peraturan perpajakan."
Apa yang dimaksud barang non-personal use?,"Barang yang dibawa penumpang selain barang pribadi yang jumlah, jenis dan sifatnya tidak wajar untuk keperluan pribadi dan/atau dibawa untuk keperluan industry, perusahaan, toko, institusi atau keperluan lain selain keperluan pribadi. Tidak mendapatkan pembebasan dan besaran tarifnya normal atau yang berlaku secara umum (MFN/Most Favored Nation)."
Siapa yang menetapkan kategori impor itu termasuk personal use atau non-personal use?,"Pejabat Bea Cukai yang berwenang dengan manajemen resiko yaitu dengan mempertimbangkan profil penumpang, profil barang impor, data importasi penumpang dan/atau data lainnya."
Apa yang dimaksud batas Pembebasan USD 500?,"Setiap penumpang berhak mendapatkan Pembebasan USD 500 atas barang bawaannya, artinya apabila nilai keseluruhan barang tidak melebihi batas tersebut maka diberikan persetujuan keluar dan tidak perlu membayar Bea Masuk dan Pajak Dalam Rangka Impor."
"Kalau barang saya dinilai lebih dari USD 500, apa tidak boleh masuk dan ditegah juga?","Untuk nilai barang yang melebihi USD 500, selisih nilainya yang akan dikenakan Bea Masuk dan Pajak Dalam Rangka Impor."
Saya pilot/pramugari/air crew artinya juga dapat Pembebasan USD 500 juga ya?,"Pembebasan USD 500 diberikan kepada Penumpang, sedangkan untuk Awak Sarana Pengangkut hanya diberikan Pembebasan senilai USD 50."
Pembebasan USD 500 untuk satu orang ya? Berlaku sampai kapan?,"Pembebasan diberikan kepada setiap penumpang per orang, dan diberikan pada setiap kedatangan dari Luar Negeri, dan tidak bisa diberikan apabila Penumpang sudah meninggalkan kawasan Pabean dalam hal ini adalah Bandara."
Berapa batasan untuk membawa rokok dan minuman beralkohol?,"Setiap penumpang diberikan pembebasan membawa Barang Kena Cukai dengan jumlah paling banyak:200 (dua ratus) batang sigaret/rokok, 25 (dua puluh lima) batang cerutu, atau 100 (seratus) gram tembakau iris/produk hasil tembakau lainnya; dan/atau
1 (satu) liter minuman mengandung etil alkohol."
"Mengapa minuman beralkohol hanya boleh satu liter? Saya baca di Kementerian Perdagangan boleh 2,25 liter per orang?","Khusus untuk Barang Kena Cukai MMEA, kembali mengacu pada aturan Bea Cukai yaitu 1 (satu) liter."
"Apa dasar hukumnya minuman beralkohol hanya dibatasi 1 (satu) liter sedangkan di Permendag 25 tahun 2022 bisa 2,25 liter?","Mengacu pada Peraturan Menteri Keuangan Nomor PMK-203/PMK.04/2017, dan telah terbit Keputusan Menteri Keuangan terbaru Nomor KMK-23/KM.4/2022, bahwa terkait batas jumlah pembawaan MMEA kembali ke aturan Bea Cukai atau Peraturan Menteri Keuangan, bukan Permendag."
Kelebihan minumannya apakah bisa dibayar?,"Atas kelebihan minuman tersebut tidak bisa dibayar atas dilunasi, atas kelebihan jumlah tersebut langsung dimusnahkan oleh Petugas Bea dan Cukai dengan atau tanpa disaksikan Penumpang yang bersangkutan."
Setiap penumpang artinya bisa membawa 1 (satu) liter minuman beralkohol?,Khusus untuk pembawaan Barang Kena Cukai berupa minuman mengandung etil alokohol ada batasan usia minimal yaitu 21 tahun.
Apa ketentuan dan kewajiban saya apabila membawa uang tunai?,"Penumpang yg membawa uang tunai Rupiah atau mata uang asing senilai 100 juta rupiah, wajib diberitahukan kepada Petugas Bea Cukai menggunakan Customs Declaration atau e-CD. Dalam hal Uang Kertas Asing yang dibawa senilai 1 miliar rupiah atau lebih, wajib melengkapi perizinan dari Bank Indonesia."
Apa sanksi apabila tidak saya tidak memberitahukan bahwa saya membawa uang melebihi 100 juta rupiah?,"Akan dikenakan sanksi denda sebesar 10% dari jumlah uang yg dibawa dengan nilai maksimal denda sebesar 300 Juta rupiah, dan langsung diambil dari uang yg dibawa tersebut."
"Apabila saya declare pembawaan Uang Kertas Asing yg melebihi 1 Miliar Rupiah, tapi tidak memiliki izin BI, apakah boleh tetap dibawa?","Akan dikenakan sanksi denda sebesar 10% dri jumlah uang yg dibawa dengan nilai maksimal denda sebesar 300 Juta rupiah, dan langsung diambil dari uang yg dibawa tersebut. Pembawaan uang ke Indonesia masih diperbolehkan setelah membayar sanksi denda."
Apabila saya tidak declare pembawaan Uang Kertas Asing senilai 1 Miliar Rupiah dan juga tidak memiliki izin BI maka berapa denda yg dikenakan?,"Akan dikenakan sanksi denda 10% karena tidak memberitahukan dengan maksimal denda 300 Juta Rupiah, ditambah dengan sanksi denda 10% karena tidak memiliki izin dari BI dengan maksimal denda 300 Juta Rupiah."
"Saya membawa uang dari luar negeri senilai lebih dari 100 juta. Saya tidak melakukan declare ketika pengisian e-CD sehingga saya diberikan Surat Bukti Penindakan (SBP) oleh petugas, apa yang harus saya lakukan?","Pengurusan dokumen Surat Bukti Penindakan (SBP) dilakukan di Kantor Pelayanan Utama Bea Cukai Tipe C Soekarno Hatta dengan membawa Surat Bukti Penindakan (SBP), Paspor dan Boarding Pass. Penumpang bersama petugas akan melakukan penghitungan uang dan akan dimintai keterangan."
Saya membawa gawai yang berasal dari luar negeri apa yang harus saya lakukan?,"Melaporkan di e-CD pada item registrasi IMEI, isi dengan lengkap seluruh kolom pada item tersebut."
Apakah saya harus buat QR Code IMEI?,"Tidak perlu, hanya satu QR Code yaitu QR code e-CD dengan syarat anda melengkapi isian pada item registrasi IMEI."
Saya sudah mendapatkan QR Code e-CD dan sudah mengisi Item Registrasi IMEI kemudian saya sudah scan di petugas penjaluran apakah sudah selesai registrasi IMEI saya?,"Belum, QR Code e-CD di penjaluran adalah untuk menetapkan penumpang mendapat jalur merah atau hijau, untuk registrasi IMEI harus ke POSKO IMEI dengan menunjukan Passport, Boarding Pass, dan unit gawai yang akan didaftarkan. Petugas akan melakukan penelitian dan penetapan harga dengan pembebasan USD 500 per penumpang."
"Saya mau keluar negeri membawa barang yang akan saya bawa lagi kembali ke Indonesia, apakah wajib melapor ke Bea Cukai?","Betul, untuk barang Bawaan yg diekspor ke Luar Negeri dan akan dibawa kembali ke Indonesia harus dilaporkan."
Bagaimana melaporkan barang yang akan dibawa lagi ke Indonesia?,Lapor ke Bea Cukai sebelum keberangkatan ke luar negeri menggunakan form BC 3.4 SPMB yang dapat diakses melalui laman https://eCD.beacukai.go.id/barang-penumpang.html.
Berapa dan apa saja FTA yang dimiliki oleh Indonesia?,"Per September 2023, Indonesia memiliki 18 skema perjanjian perdagangan internasional dengan berbagai negara mitra yaitu antara lain:
ASEAN Trade in Goods Agreement (ATIGA)
ASEAN – China FTA (ACFTA)
ASEAN – Korea FTA (AKFTA)
ASEAN – India FTA (AIFTA)
ASEAN – Australia – New Zealand FTA (AANZFTA)
ASEAN – Japan Comprehensive Economic Partnership (AJCEP)
ASEAN – Hongkong FTA (AHKFTA)
Indonesia – Japan Economic Partnership Agreement (IJEPA)
Indonesia – Pakistan Preferential Trade Agreement (IPPTA)
Indonesia – Chile Comprehensive Economic Partnership Agreement (ICCEPA)
MoU Indonesia – Palestina
Indonesia – Australia Comprehensive Economic Partnership Agreement (IACEPA)
Indonesia – EFTA Comprehensive Economic Partnership Agreement (IECEPA)
Preferential Trade Agreement Among D-8 Member States (D-8 PTA)
Indonesia – Mozambique Preferential Trade Agreement (IMPTA)
Regional Comprehensive Economic Partnership (RCEP)
Indonesia-Korea Comprehensive Economic Partnership (IKCEPA)
Indonesia-Uni Arab Emirates Comprehensive Economic Partnership (IUAECEPA)"
Apa yang dimaksud dengan Tarif Preferensi?,Tarif Preferensi adalah tarif bea masuk berdasarkan perjanjian atau kesepakatan internasional yang besarnya ditetapkan dalam Peraturan Menteri Keuangan mengenai penetapan tarif bea masuk berdasarkan perjanjian atau kesepakatan internasional.
Bagaimana cara mengetahui Tarif Preferensi dari masing – masing komoditas pada tiap perjanjian perdagangan (FTA)?,Tarif preferensi dari masing – masing komoditas pada tiap perjanjian perdagangan dapat dilihat melalui Indonesia National Trade Repository (INTR) atau melalui Peraturan Menteri Keuangan mengenai penetapan tarif bea masuk berdasarkan perjanjian atau kesepakatan internasional.
Apa saja bentuk dari Bukti Asal Barang?,"Apabila anda melakukan importasi dengan negara yang memiliki perjanjian perdagangan bebas dengan Indonesia maka barang anda dapat memanfaatkan tarif preferensi yang telah diatur dalam perjanjian tersebut.
Untuk mendapatkan tarif preferensi, anda harus membuktikan barang tersebut berasal dari negara yang tercantum dalam perjanjian perdagangan bebas. Adapun macam – macam bentuk dari bukti asal barang adalah sebagai berikut:
Surat Keterangan Asal
Dokumen pelengkap pabean yang diterbitkan oleh Instansi Penerbit SKA yang menyatakan bahwa barang yang akan memasuki Daerah Pabean dapat diberikan Tarif Preferensi.
Surat Keterangan Asal Elektronik
SKA yang dikirim secara elektronik antar negara anggota. Saat ini skema FTA yang memiliki mekanisme SKA elektronik adalah ATIGA (e-Form D), ACFTA (e-Form E), AKFTA (e-Form AK) dan IJEPA.
Deklarasi Asal Barang (Declaration of Origin)
Pernyataan asal barang yang dibuat oleh Eksportir Teregistrasi, Eksportir Bersertifikat atau eksportir sebagaimana diatur dalam masing-masing perjanjian atau kesepakatan internasional, yang digunakan sebagai dasar pemberian tarif preferensi. Saat ini skema FTA yang mengakomodasi DAB adalah ATIGA, IACEPA, IECEPA dan RCEP.
Perlu diperhatikan bahwa tiap perjanjian memiliki ketentuan terkait bentuk bukti asal barang yang berbeda – beda."
Apakah kegiatan transit tetap diperbolehkan jika ingin memanfaatkan tarif preferensi dalam skema FTA?,"Barang impor dapat dikirim melalui satu atau lebih negara selain negara pengekspor dengan syarat:transit dan/atau transshipment barang semata – mata ditujukan untuk alasan geografis atau pertimbangan khusus terkait syarat pengangkutan.
barang tersebut tidak diperdagangkan atau dikonsumsi di negara tujuan transit dan/atau transshipment; dan
tidak mengalami proses produksi selain bongkar muat dan tindakan lain yang diperlukan untuk menjaga barang agar dalam kondisi baik."
Apa yang dimaksud dengan Third Country / Party Invoicing dan apa saja persyaratannya?,"Third Country / Party Invoicing adalah penerbitan invoice oleh perusahaan lain yang berlokasi di negara ketiga (baik Negara Anggota atau bukan Negara Anggota) atau yang berlokasi di negara yang sama dengan negara tempat diterbitkannya Surat Keterangan Asal / Deklarasi Asal Barang.

Ketentuan Third Country / Party Invoicing berlaku pada perjanjian ATIGA, ACFTA, AKFTA, AIFTA, AHKFTA, AJCEP, ICCEPA."
"Terkait Third Party Invoicing (TPI), mengapa nama perusahaan penerbit invoice pihak ketiga dan nama negara penerbit invoice pihak ketiga tidak muncul pada e-Form E? Bagaimana tindak lanjutnya?","Berdasarkan konfirmasi dari pihak Republik Rakyat Tiongkok (RRT), hingga saat ini elemen data dimaksud masih belum dapat diakomodasi pada e-Form E. Berkenaan dengan hal tersebut, maka untuk sementara, penelitian e-Form E dengan skema TPI dapat dilakukan dengan mendasarkan pula pada lembar asli Form E dan/atau hasil pindaian Form E, dengan memperhatikan mekanisme penyerahan dokumen sesuai PMK terkait penyerahan SKA. Jika ada informasi atau update lebih lanjut terkait hal ini, akan segera kami sampaikan dan edarkan kembali."
"Apabila SKA terbit setelah tanggal pengapalan, apakah importir masih dapat memanfaatkan tarif preferensi pada skema FTA?","Pada prinsipnya, SKA dapat diterbitkan oleh instansi yang berwenang di negara pengekspor sebelum / pada saat / sesaat setelah eksportasi. 

Namun, dalam kondisi tertentu, SKA dapat diterbitkan setelah Tanggal Pengapalan atau Tanggal Eksportasi, sesuai dengan ketentuan pada masing – masing FTA dengan memberikan tanda/tulisan/cap “ISSUED RETROACTIVELY” pada SKA.

Khusus untuk skema IPPTA, MoU Indonesia Palestina, D-8 PTA, tanda/tulisan/cap yang harus diberikan pada SKA adalah “ISSUED RETROSPECTIVELY”."
"Jika pada Bill of Lading atau Airway Bill terdapat tanggal penerbitan dan tanggal dimuatnya barang ke sarana pengangkut, mana yang digunakan sebagai tanggal pengapalan atau tanggal eksportasi?",Tanggal Pengapalan atau Tanggal Eksportasi ditentukan pada saat tanggal dimuatnya barang ke sarana pengangkut.
"Apabila terdapat kesalahan penulisan dalam SKA, apakah harus membuat SKA baru?","Apabila terdapat kesalahan penulisan dalam SKA, maka perbaikan dapat dilakukan dengan cara:menerbitkan SKA baru dengan memenuhi ketentuan prosedural; atau
melakukan perbaikan dengan:mencoret (striking out) data yang salah;
menambahkan data yang benar; dan
menandasahkan dengan membubuhkan tanda tangan/paraf pejabat yang berwenang dari Instansi Penerbit SKA pada bagian yang dilakukan perbaikan."
"Apabila terdapat perbedaan satuan pengukuran antara SKA dan dokumen pelengkap pabean, apakah SKA tetap dianggap sah?",SKA tetap dianggap sah dalam hal terdapat perbedaan yang bersifat minor. Perbedaan yang bersifat minor telah diatur dalam masing – masing perjanjian perdagangan bebas terkait. lihat lebih lengkap di sini.
Bagaimana cara untuk tracking SKA Elektronik (e-Form)?,"SKA Elektronik dapat dicek melalui website tracking LNSW dengan langkah:
Akses ke www.insw.go.id
Klik menu Penelusuran – eCoO
Masukan NPWP dan nomor e-CoO
atau melalui link: https://apps1.insw.go.id/tracking-atiga/
Jenis status dari tracking SKA Elektronik:
AS1 – Sending Process: e-COO arrived at ASW Gateway of Exporting Country
AS2 – Sending Process: e-COO arrived at ASW Gateway of Importing Country
AS3 – Sending Process: e-COO arrived at NSW of Importing Country
NOT – e-COO can not be processed. Please contact to NSW of importing country
REC – e-COO is available in the Customs system"
Bagaimana tata cara penyerahan Surat Keterangan Asal / Deklarasi Asal Barang beserta dokumen pelengkap pabean penelitian SKA selama pandemi COVID-19?,"Tata cara penyerahan SKA dan/atau DAB mengacu pada PMK 35 Tahun 2023 tentang Tata Cara Penyerahan Surat Keterangan Asal dan/atau Deklarasi Asal Barang dalam rangka Pengenaan Tarif Bea Masuk atas Barang Impor Berdasarkan Perjanjian atau Kesepakatan Internasional.

PMK 35 Tahun 2023 mencabut PMK 45/PMK.04/2020 terkait penyerahan SKA atau Invoice Declaration beserta dokumen pelengkap penelitian pabean dalam masa pandemi Covid-19.

Ketentuan lebih lengkap dapat dilihat di Pusat Pengetahuan FTA."
Apakah ada platform atau website untuk melakukan pengecekan validitas SKA?,"Terdapat beberapa website untuk mengecek validitas SKA, yang telah disediakan oleh negara mitra, sebagai berikut:Thailand : https://verify.dft.go.th (diperlukan username dan password)
India :https://coo.dgft.gov.in
Chile :
–  https://web.sofofa.cl/certificacion-de-origen/servicios-en-linea/
–  http://segco.edinet.cl/SEGCOApp-war/public/consulta/SearchCertificateOrigin.view
(diperlukan username dan password)
China :
–  http://origin.customs.gov.cn/
–  http://check.ccpiteco.net/
(diperlukan username dan password)
Korea :
–  http://cert.korcham.net/search/index.htm
–  http://www.customs.go.kr
Malaysia : http://newepco.dagangnet.com.my/dnex/dnex_app/ (diperlukan username dan password)
Singapura : http://www.ntp-international.gov.sg/vp
Myanmar : https://verificationco.myanmartradenet.com/ (diperlukan username dan password)
(untuk SKA Form D, Form AK, Form AJ, Form AANZ dan Form AHK)
Iran : http://www.chambertrust.ir/co
e-Form : Web tracking INSW pada https://apps1.insw.go.id/tracking-atiga/
Website yang disediakan oleh RCEP Participating Country untuk melakukan pengecekan Approved Exporter, yaitu:
China : http://origin.customs.gov.cn/
Korea :
http://www.customs.go.kr/rcep.html (present until 31 Jan 23), dan
http://www.customs.go.kr/approved.html(updated)"
